Death No.,Killed_chord,Name,Allegiance,Killer_chord,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD,LocationX,LocationY
1975,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1976,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1977,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1978,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1979,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1980,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1981,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1982,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1983,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1984,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1985,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1986,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1987,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1988,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1989,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1990,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1991,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1992,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1993,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1994,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1995,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1996,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1997,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1998,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
1999,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2000,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2001,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2002,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2003,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2004,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2005,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2006,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2007,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2008,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2009,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2010,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2011,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2012,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2013,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2014,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2015,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2016,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2017,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2018,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2019,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2020,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2021,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2022,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2023,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2024,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2025,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2026,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2027,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2028,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2029,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2030,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2031,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2032,Other Lannisters,Lannister soldier,House Lannister,Other Starks,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2033,Other Lannisters,Lannister soldier,House Lannister,Other Starks,Stark Soldier,House Stark,Axe,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2034,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2035,Other Lannisters,Lannister soldier,House Lannister,Jon Snow,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,440,1050
2036,Other Lannisters,Lannister soldier,House Lannister,Jon Snow,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,440,1050
2037,Other Lannisters,Lannister soldier,House Lannister,Jon Snow,Jon Snow,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,440,1050
2038,Other Lannisters,Lannister soldier,House Lannister,Other Starks,Stark Soldier,House Stark,Axe,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2039,Other Lannisters,Lannister soldier,House Lannister,Other Starks,Stark Soldier,House Stark,Axe,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2040,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2041,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2042,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2043,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2044,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2045,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2046,Other Lannisters,Lannister soldier,House Lannister,Other Starks,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2047,Other Lannisters,Lannister soldier,House Lannister,Other Starks,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2048,Other Lannisters,Lannister soldier,House Lannister,Other Starks,Stark Soldier,House Stark,Sword,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2049,Other Lannisters,Lannister soldier,House Lannister,Other Starks,Stark Soldier,House Stark,Axe,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2050,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2051,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2052,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2053,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,440,1050
2054,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2055,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2056,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2057,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2058,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2059,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2060,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2061,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2062,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2063,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2064,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2065,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2066,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2067,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2068,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2069,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2070,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2071,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2072,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2073,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2074,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2075,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2076,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2077,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2078,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2079,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2080,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2081,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2082,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2083,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2084,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2085,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2086,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2087,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2088,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2089,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2090,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2091,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2092,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2093,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2094,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2095,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2096,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2097,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2098,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2099,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2100,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
2101,Others,King's Landing Citizen,None,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,440,1050
